brand_name,food_category,total_stores,attendance_fee,corp_name,corp_address,corp_type,corp_capital,corp_reg_date,corp_location
佰味斯牛排,牛排,300,20~50万,佰味斯牛排,上海市,有限责任公司,1000,2007-06-01,上海市
卡巴伊牛排,牛排,21,20~50万,卡巴伊牛排,福建省,有限责任公司,50,2005-09-20,福建省泉州市
咖喱盒子西餐,西餐,124,20~50万,咖喱盒子西餐,山东省济南,私营企业,500,2009-04-20,山东省济南市槐荫区
柠檬泰,餐饮,120,5~10万,宁波柠檬泰餐饮管理有限公司,浙江省,有限责任公司,100,2013-01-01,浙江省宁波市
海魔咖啡西餐厅Himo Cafe,西餐厅,50,1~5万,上海在京餐饮管理有限公司,上海市,有限责任公司,500,2010-12-06,上海市
柏悦酒店世纪100餐厅,西餐,58,1~5万,柏悦酒店世纪100餐厅,上海市,有限责任公司,500,2000-03-05,上海市
美味来比萨,西餐,100,1~5万,美味来比萨,上海市,有限责任公司,5,2012-12-28,上海市
绅士牛排,餐饮,18,50~100万,绅士牛排有限责任公司,浙江省杭州,有限责任公司,400,1996-06-08,浙江省杭州市余杭市
壹泰东南亚主题餐厅,餐饮,109,10~20万,壹泰东南亚主题餐厅,上海市,私营企业,200,2014-03-12,上海市
金牛苑越南菜,西餐厅,118,1~5万,金牛苑越南菜,上海市,有限责任公司,400,2005-08-05,上海市
Mingo秘阁花园餐厅酒吧,西餐,52,1~5万,Mingo秘阁花园餐厅酒吧餐饮,上海市,有限责任公司,400,2000-05-24,上海市
巴萨客西餐,"西餐,牛排,披萨",120,20~50万,巴萨客西餐,广东省广州,有限责任公司,100,2012-01-13,广东省广州市
吉莱仕炸鸡汉堡,餐饮,50,10~20万,吉莱仕炸鸡汉堡,浙江省杭州,有限责任公司,300,2016-06-09,浙江省杭州市江干区
德里斯披萨,德里斯,11,5~10万,北京德里斯巴菲餐饮管理有限公司,北京市,国有企业,100,2010-01-20,北京市宣武区马连道世
美士基,快餐加盟,120,1~5万,成都餐协.餐饮管理有限公司,,,,,
La Creperie法餐厅,餐饮,15,20~50万,La Creperie法餐厅,上海市,私营企业,100,2016-01-01,上海市
印度菜菜,西餐,65,5~10万,印度菜菜,上海市,有限责任公司,300,2011-04-01,上海市
托尼比萨,披萨,120,10~20万,托尼披萨,北京市,私营企业,20,2004-07-14,北京市东城区
舍得坊美食,舍得坊美食怎么样,100,1~5万,舍得坊美食,,,,,
普尔香特色牛排,餐饮,45,10~20万,济南普尔香餐饮管理有限公司,山东省济南,有限责任公司,50,2012-10-01,山东省济南市
佐克牛排,牛排,130,10~20万,金奥恒丰国际餐饮管理有限公司,北京市,有限责任公司,100,1990-01-01,北京市
米泰泰国菜,餐饮,106,5~10万,米泰泰国菜,上海市,私营企业,200,2012-08-09,上海市
诺德牛排杯,餐饮,50,5~10万,上海鑫既实业发展有限公司,上海市,有限责任公司,900,2013-07-02,上海市黄浦区
笑一屋西餐,西餐,500,10~20万,佰爱笑一屋笑笑食屋,浙江省,有限责任公司,100,2002-09-25,浙江省
惹火西式牛排,餐饮,52,10~20万,济南先大餐饮管理咨询有限公司,山东省,有限责任公司,50,2012-06-12,山东省济南市
巴贝拉披萨餐厅,西餐,151,10~20万,巴贝拉披萨餐厅,上海市县,私营企业,15,2018-11-21,上海市崇明县
原牛仕牛排,餐饮,55,10~20万,原牛仕牛排,北京市,私营企业,50,2017-01-01,北京市
The Cheesecake Factory 芝乐坊餐厅,西餐厅,123,1~5万,The Cheesecake ,北京市,有限责任公司,400,2005-09-02,北京市
披萨屋,披萨,542,20~50万,济南腾飞企业营销策划有限公司,山东省,有限责任公司,500,1994-10-05,山东省济南
挚享牛排,牛排,130,10~20万,挚享牛排,北京市,有限责任公司,100,2002-01-01,北京市
牛好客牛排,牛排,10,10~20万,牛好客牛排,江西省赣州,有限责任公司,1000,2013-10-01,江西省赣州市
芝生堂鲜汤馆,野生菌，汤锅，火,7,100~200万,九品风餐饮管理有限公司,四川省,私营企业,200,2010-08-25,四川省成都市武侯区二
罗斯福酒窖餐厅,西餐,45,1~5万,罗斯福酒窖餐厅,上海市,有限责任公司,400,2000-03-23,上海市
达利牛排馆,西餐厅,40,1~5万,达利牛排馆,天津市,有限责任公司,500,2008-06-01,天津市
沈大汉格格香,沈大汉格格香，沈,10,10~20万,沈大汉格格香,,,,,
牛骑士时尚餐厅,牛排,100,10~20万,泉州闪电骑士餐饮管理有限责任公,福建省,有限责任公司,500,2006-09-01,福建省泉州市
JONO披萨,披萨,78,1~5万,JONO披萨,广东省,有限责任公司,400,2009-10-16,广东省
哞哞哒牛排,牛排,120,10~20万,哞哞哒牛排,北京市,有限责任公司,100,2009-01-01,北京市
BASE MU贝瑟慕餐厅,西餐,120,10~20万,BASE MU贝瑟慕餐厅,上海市,有限责任公司,100,2015-01-01,上海市
曼德夫,西餐,98,10~20万,曼德夫,山东省日照,私营企业,500,2003-06-14,山东省日照市
菲斯特创意餐厅,西餐厅,50,1~5万,菲斯特创意餐厅,上海市,有限责任公司,500,2010-12-05,上海市
纽奇披萨,披萨,98,1~5万,纽奇披萨,广东省,有限责任公司,500,2002-10-02,广东省
蕉叶咖喱屋,咖喱屋,506,50~100万,蕉叶咖喱屋,香港特别行政区,有限责任公司,400,1998-10-09,香港特别行政区
伟胜庭牛排,牛排,55,10~20万,伟胜食品贸易商行有限公司,福建省泉州,有限责任公司,500,2000-09-05,福建省泉州市石狮市
鹅岛精酿啤酒餐厅GOOSE ISLAND BREWHOUSE,西餐,85,1~5万,鹅岛精酿啤酒餐厅GOOSE I,上海市,有限责任公司,300,2000-05-28,上海市
爵士码头异国餐厅,西餐厅,123,1~5万,爵士码头异国餐厅,上海市,有限责任公司,400,2014-08-14,上海市
松洋牛排,餐饮,60,10~20万,松洋牛排,北京市,私营企业,100,2012-10-01,北京市
硬石餐厅Hard Rock Cafe,西餐厅,102,10~20万,硬石餐厅Hard Rock C,上海市,有限责任公司,400,2010-08-14,上海市
AMANDA餐厅,西餐厅,102,1~5万,AMANDA餐厅,上海市,有限责任公司,500,2010-08-05,上海市
星期八披萨,披萨,128,1~5万,星期八披萨,北京市,有限责任公司,400,2017-10-18,北京市
洪客勒瑞士餐厅,西餐,56,1~5万,洪客勒瑞士餐厅,北京市,有限责任公司,300,2003-02-04,北京市
艾利爵士顶层餐厅,西餐,56,1~5万,艾利爵士顶层餐厅,辽宁省,有限责任公司,200,2001-08-25,辽宁省
九牛一杯,餐饮加盟,400,1~5万,山东鲁创餐饮管理有限公司,山东省,股份有限公司,600,2016-11-04,山东省济南市天桥区紫
约客镇披萨,披萨,112,1~5万,约客镇披萨,福建省,有限责任公司,400,2005-10-11,福建省
莲悦餐厅,西餐,103,1~5万,莲悦餐厅,浙江省杭州,有限责任公司,300,2011-05-21,浙江省杭州市
优王牛排,牛排,9,10~20万,优王牛排,江西省九江,有限责任公司,1000,2006-02-01,江西省九江市
Delfina Steakhouse 达福乐牛排馆,西餐厅,103,1~5万,Delfina Steakho,江苏省,有限责任公司,400,2010-09-11,江苏省
萨乐士西餐,"西餐,披萨",102,20~50万,萨乐士西餐,北京市,有限责任公司,120,2005-01-13,北京市
王爵牛排,餐饮,23,10~20万,触摸未来投资管理(深圳)有限公,广东省深圳,有限责任公司,100,2016-01-01,广东省深圳市
BORAGE生活馆,西餐厅,114,1~5万,BORAGE生活馆,江苏省,有限责任公司,400,2003-06-21,江苏省
橄榄树西餐厅酒吧The olive tree restaurant lounge bar,西餐,58,1~5万,橄榄树西餐厅酒吧The oli,江苏省,有限责任公司,400,2000-09-28,江苏省南京市
甲泰餐厅,西餐,65,1~5万,甲泰餐厅,江苏省苏州,有限责任公司,300,2008-08-05,江苏省苏州市
惟客特披萨,披萨,108,1~5万,惟客特披萨,上海市,有限责任公司,500,2004-07-23,上海市
蜜码披萨,披萨,112,1~5万,蜜码披萨,山东省,有限责任公司,400,2000-10-16,山东省
7分半牛排,牛排,130,10~20万,7分半牛排,北京市,有限责任公司,100,2003-01-01,北京市
Ribonesteakhouse弗兰克牛排馆,西餐厅,105,1~5万,Ribonesteakhous,上海市,有限责任公司,400,2010-08-14,上海市
多味坊西餐,"西餐,牛排",200,10~20万,多味坊西餐,浙江省,有限责任公司,200,2001-01-19,浙江省温州市
芝加哥黄金薯,美食,14,1~5万,芝加哥黄金薯,广东省,有限责任公司,180,2010-02-15,广东省
Geneva日内瓦亲子餐厅,西餐厅,102,1~5万,Geneva日内瓦亲子餐厅,上海市,有限责任公司,400,2010-08-05,上海市
金泰府泰国餐厅,餐饮,120,10~20万,上海丝语餐饮管理有限公司 ,上海市,有限责任公司,100,2001-01-01,上海市
Brownstone Tapas Lounge布朗石西班牙餐厅酒吧,西餐厅,154,1~5万,Brownstone Tapa,上海市,有限责任公司,400,2010-05-25,上海市
一米番咖喱屋,咖喱,690,50~100万,宁波市好味当餐饮股份有限公司,浙江省宁波,股份有限公司,400,2002-06-08,浙江省宁波市
PISTACCHIO餐厅酒吧,西餐,34,1~5万,PISTACCHIO餐厅酒吧,广东省中山,有限责任公司,500,2008-02-12,广东省中山市
King Ludwig’s Castle路德维希国王城堡餐厅,西餐厅,50,1~5万,King Ludwig’s C,上海市,有限责任公司,500,2010-12-12,上海市
meGusta古斯塔西班牙餐厅,西餐厅,50,1~5万,meGusta古斯塔西班牙餐厅,上海市,有限责任公司,500,2010-12-07,上海市
杰克豆披萨,西餐,203,1~5万,杰克豆披萨,上海市,有限责任公司,500,2010-09-04,上海市
比客比萨,西餐,656,10~20万,御食坊餐饮管理服务有限公司,湖南省长沙,有限责任公司,500,1996-05-08,湖南省长沙市芙蓉区
克鲁斯披萨,披萨,95,1~5万,克鲁斯披萨,北京市,有限责任公司,500,2004-06-22,北京市
满迪牛排馆,西餐,452,10~20万,上海万驰企业有限公司,上海市,有限责任公司,500,2014-10-14,上海市雁荡路６９号
Country Chalet 嗄蕾餐厅,餐饮,30,20~50万,Country Chalet ,上海市,私营企业,50,2016-01-01,上海市
桥餐厅,西餐,52,1~5万,桥餐厅,江苏省南京,有限责任公司,250,2002-08-21,江苏省南京市
花慕西咖啡西餐厅,西餐,40,50~100万,深圳花慕西餐饮管理有限公司,广东省深圳,有限责任公司,60,2011-04-11,广东省深圳市罗湖区
IN LOVE 音乐西餐厅,西餐,56,1~5万,IN LOVE 音乐西餐厅,河南省,有限责任公司,400,2008-08-02,河南省郑州市
N·STORE新贵仓西餐厅,西餐厅,60,1~5万,N·STORE新贵仓西餐厅,北京市,有限责任公司,500,2008-11-03,北京市
德大炸鸡,炸鸡,164,5~10万,德大炸鸡,吉林省,私营企业,100,2007-05-16,吉林省长春市朝阳区
茉莉西餐厅,西餐,12,1~5万,上海茉莉西餐厅,上海市,有限责任公司,100,2013-05-08,上海市静安区
高非披萨,披萨,45,1~5万,高非披萨,江苏省徐州,有限责任公司,200,2005-08-05,江苏省徐州市九里区
香狮牛排,餐饮,50,10~20万,福建香狮餐饮管理有限公司,福建省,有限责任公司,100,2015-01-01,福建省
WHITE 白餐厅,西餐厅,102,1~5万,WHITE 白餐厅,上海市,有限责任公司,400,2010-08-02,上海市
KaoLa花园咖啡屋生日餐厅,西餐厅,102,1~5万,KaoLa花园咖啡屋&生日餐厅,上海市,有限责任公司,400,2010-09-12,上海市
泰廊餐厅,餐饮,80,20~50万,泰廊餐厅,上海市,私营企业,500,2012-02-09,上海市
芒焉鸡饭,西餐,65,1~5万,芒焉鸡饭,江苏省南京,有限责任公司,300,2010-05-21,江苏省南京市
da Ivo 意大利魔镜餐厅,西餐厅,145,1~5万,da Ivo 意大利魔镜餐厅,上海市,有限责任公司,400,2012-08-14,上海市
安妮意大利餐厅,餐饮,30,20~50万,安妮意大利餐厅有限责任公司,广东省珠海,有限责任公司,200,2009-10-23,广东省珠海市金湾区
星泰泰式餐厅,西餐,65,1~5万,星泰泰式餐厅,上海市,有限责任公司,300,2005-08-05,上海市
C’est Zhazha面包小酒馆,西餐,58,1~5万,C’est Zhazha面包小,江苏省南京,有限责任公司,400,2003-06-05,江苏省南京市
亚洲巴哈餐厅 Asia Baja Cafe,西餐,43,1~5万,亚洲巴哈餐厅 Asia Baj,北京市,有限责任公司,300,2009-02-03,北京市
芭菲牛排,牛排,23,1~5万,芭菲牛排,上海市,有限责任公司,400,2012-08-21,上海市卢湾区
多纳多披萨,其他,32,1~5万,多纳多披萨,上海市,有限责任公司,400,2005-08-28,上海市静安区
肯必胜披萨,披萨,545,5~10万,上海续丰餐饮管理有限公司,上海市,有限责任公司,350,1995-10-18,上海市
萨味思牛排,餐饮,50,10~20万,萨味思牛排,北京市,私营企业,100,2012-10-01,北京市
Zero零度餐厅,西餐厅,50,1~5万,Zero零度餐厅,广东省广州,有限责任公司,500,2010-12-07,广东省广州市
一米番咖喱,咖喱,590,50~100万,宁波市好味当餐饮股份有限公司,浙江省宁波,股份有限公司,1000,2002-06-08,浙江省宁波市
堡先生炸鸡汉堡,西餐,55,20~50万,堡先生炸鸡汉堡,北京市,有限责任公司,50,2013-06-12,北京市东城区
柠蕴泰厨LemonGrass,西餐,59,1~5万,柠蕴泰厨LemonGrass,江苏省南京,有限责任公司,300,2010-02-14,江苏省南京市
安铂西餐,其他,20,1~5万,安铂西餐,江西省新余,有限责任公司,300,2013-06-01,江西省新余市分宜县
曼步城中城,西餐,58,1~5万,曼步城中城,上海市,有限责任公司,300,2003-06-23,上海市
Calypso地中海餐厅,西餐,56,1~5万,Calypso地中海餐厅,上海市,有限责任公司,500,2000-05-27,上海市
桑来福披萨,披萨,101,1~5万,桑来福披萨,浙江省,有限责任公司,400,2008-06-20,浙江省
阿尔卑斯披萨,披萨,36,1~5万,阿尔卑斯披萨,江苏省常州,有限责任公司,400,2005-08-05,江苏省常州市戚墅堰区
美味悠长,美味悠长比萨,10,1~5万,美味悠长比萨,黑龙江省,有限责任公司,100,2000-01-01,黑龙江省
囍越越南餐厅,西餐厅,102,1~5万,囍越越南餐厅,北京市,有限责任公司,300,2013-09-21,北京市
鑫至尊牛排,餐饮,65,10~20万,鑫至尊牛排,湖南省,私营企业,100,2017-01-01,湖南省
米氏西餐厅,西餐厅,50,5~10万,米氏西餐厅,上海市,有限责任公司,500,2009-12-14,上海市
朋克音乐餐厅,餐饮,50,20~50万,朋克音乐餐厅,北京市,私营企业,50,2013-07-02,北京市东城区
披萨速递,西餐,54,10~20万,披萨速递餐饮有限责任公司,天津市,有限责任公司,300,2013-10-09,天津市河东区
菲豪牛排,其他,41,1~5万,菲豪牛排,江苏省南京,有限责任公司,400,2005-08-28,江苏省南京市建邺区
星期末末牛排西餐厅,西餐,102,1~5万,星期末末牛排西餐厅,北京市,有限责任公司,400,2012-08-14,北京市
我们牛排咖啡,咖啡店,50,50~100万,我们牛排咖啡,上海市,有限责任公司,60,2012-01-16,上海市黄浦区
椰香天堂,餐饮,100,20~50万,椰香天堂,上海市,私营企业,300,2014-03-12,上海市
华越楼,西餐厅,115,1~5万,华越楼管理有限公司,上海市,有限责任公司,400,2013-09-22,上海市
菲利牛排,其他,36,1~5万,菲利牛排,江苏省常州,有限责任公司,400,2013-02-05,江苏省常州市钟楼区
80街区美式餐厅,西餐厅,50,1~5万,80街区美式餐厅,广东省,有限责任公司,500,2010-11-28,广东省广州市
洛奇先生餐吧,餐吧,100,10~20万,洛奇先生餐吧,广东省广州,私营企业,300,2015-09-22,广东省广州市海珠区
妙言街头,,10,1万以下,妙言街头西餐车,,,,,
卓爵牛排,餐饮,33,10~20万,卓爵牛排,广东省,私营企业,50,2016-03-01,广东省
杰萨披萨,披萨,93,1~5万,杰萨披萨,四川省,有限责任公司,400,2010-08-18,四川省
阿里与爱德,西餐,131,1~5万,阿里与爱德,北京市,有限责任公司,300,2008-07-09,北京市西城区
米斯特比萨,餐饮,369,5~10万,米斯特比萨,北京市,有限责任公司,200,1990-07-18,北京市东城区
世茂皇艾美酒店Favola法沃莱意大利餐厅,西餐,45,1~5万,世茂皇艾美酒店Favola法,安徽省芜湖,有限责任公司,500,2000-01-04,安徽省芜湖市
摩客披萨,披萨,97,1~5万,摩客披萨,上海市,有限责任公司,400,2008-07-16,上海市
东方豪客,西餐,12,1~5万,东方豪客牛排,福建省莆田,有限责任公司,400,2014-08-21,福建省莆田市莆田县
彼得厨房,西餐,545,10~20万,彼得厨房餐饮公司,湖南省长沙,有限责任公司,500,1996-05-08,湖南省长沙市芙蓉区
RANGOLI蓝果丽印度餐厅,西餐,48,1~5万,RANGOLI蓝果丽印度餐厅,上海市,有限责任公司,300,2004-08-14,上海市
利再燃西班牙餐厅,西餐,74,1~5万,利再燃西班牙餐厅,江苏省南京,有限责任公司,400,2000-01-14,江苏省南京市
萨其尔披萨,披萨,137,1~5万,萨其尔披萨,河南省,有限责任公司,400,2009-09-17,河南省
夏朵餐厅,西餐厅,103,1~5万,上海夏朵餐饮有限公司,上海市,有限责任公司,400,2011-05-11,上海市
比奇堡音乐百老汇餐厅,餐厅,545,20~50万,陕西品华餐饮管理有限公司,陕西省西安,有限责任公司,500,1996-08-14,陕西省西安市新城区
TUK土耳其餐厅,西餐,63,1~5万,TUK土耳其餐厅,上海市,有限责任公司,400,2010-08-05,上海市
南都咖啡西餐厅,餐饮,50,20~50万,南都咖啡西餐厅,北京市,私营企业,50,2013-07-02,北京市东城区
棒约翰比萨,餐饮,80,10~20万,棒约翰比萨,江苏省南京,私营企业,50,2012-03-13,江苏省南京市白下区
披萨盒子,其他,21,1~5万,披萨盒子,黑龙江省哈尔滨,有限责任公司,500,2013-05-10,黑龙江省哈尔滨市道外
üü Castle亲子餐厅,西餐,56,1~5万,üü Castle亲子餐厅,北京市,有限责任公司,300,2005-08-25,北京市
春天里餐厅,其他,13,1~5万,春天里餐厅,吉林省四平,有限责任公司,320,2013-05-10,吉林省四平市公主岭市
巴萨客牛排自助沙拉馆,西餐,40,20~50万,巴萨客牛排自助沙拉馆,北京市,有限责任公司,50,2015-06-08,北京市东城区
豪尚豪,餐饮,16,10~20万,豪尚豪,浙江省杭州,私营企业,200,2009-04-27,浙江省杭州市拱墅区
巴黎贝尔,餐饮,50,5~10万,巴黎贝尔,北京市,私营企业,50,2013-07-01,北京市东城区
阿慷文化茶馆,茶馆,54,10~20万,阿慷文化茶馆,北京市,有限责任公司,50,2008-09-25,北京市崇文区
巴黎贝果,餐饮,50,5~10万,巴黎贝果,北京市,私营企业,50,2013-07-01,北京市东城区
Ribone steak house弗兰克牛排馆,西餐,130,10~20万,Ribone steak ho,广东省,有限责任公司,100,2005-01-01,广东省
Maya玛雅墨西哥餐厅,西餐,48,1~5万,Maya玛雅墨西哥餐厅,上海市,有限责任公司,500,2004-08-07,上海市
那波乐披萨,披萨,95,1~5万,那波乐披萨,北京市,有限责任公司,400,2010-04-22,北京市
海蓝意大利餐厅,西餐厅,102,1~5万,海蓝意大利餐厅,上海市,有限责任公司,400,2010-09-01,上海市
Macarena 玛卡莲娜西班牙餐厅,西餐厅,114,1~5万,Macarena 玛卡莲娜西班,上海市,有限责任公司,400,2010-08-14,上海市
新元素餐厅,西餐厅,154,1~5万,新元素餐饮管理(上海)有限公司,上海市,有限责任公司,400,2015-04-04,上海市
邑南洋,餐饮,100,10~20万,深圳市嘉潓餐饮管理服务有限公司,广东省,有限责任公司,10,2010-12-24,广东省深圳市
Molly Restaurant 美式融合餐厅,西餐,58,1~5万,Molly Restauran,上海市,有限责任公司,300,2004-08-07,上海市
北海稻西餐厅,西餐,826,50~100万,北海稻西餐厅,上海市,私营企业,75,2010-05-11,上海市金山区
香江蕉叶,西餐,58,1~5万,香江蕉叶,江苏省南京,有限责任公司,300,2005-08-01,江苏省南京市
本我西餐,西餐,100,10~20万,本我西餐,上海市,私营企业,100,2007-08-02,上海市徐汇区
郁金香寿司,寿司,786,20~50万,郁金香寿司有限公司,广东省,有限责任公司,500,1994-10-05,广东省
艾特九牛,餐饮,79,5~10万,艾特九牛,江苏省,私营企业,75,2003-05-07,江苏省南京市玄武区
失重餐厅,西餐,566,1~5万,N/A,广东省,有限责任公司,500,2014-09-23,广东省惠州市博罗县
爱必胜,西餐,24,1~5万,爱必胜,山东省枣庄,有限责任公司,300,2013-05-10,山东省枣庄市薛城区
菲滋意式休闲餐厅,意式餐厅,300,20~50万,菲滋意式休闲餐厅,江西省景德镇,私营企业,30,2015-06-16,江西省景德镇市乐平市
小金牛越南菜,西餐厅,115,1~5万,小金牛越南菜,上海市,有限责任公司,400,2003-09-25,上海市
贝可利斯,餐饮,70,5~10万,贝可利斯,安徽省,私营企业,50,2010-04-14,安徽省蚌埠市中市区
calando卡兰多餐厅,西餐厅,140,1~5万,calando卡兰多餐厅,上海市,有限责任公司,400,2010-09-21,上海市
艾奇轻食,西餐,200,10~20万,艾奇轻食,上海市,私营企业,300,2003-03-10,上海市金山区
巴比克牛排馆,西餐,20,1~5万,巴比克牛排馆,浙江省宁波,有限责任公司,500,2010-02-21,浙江省宁波市北仑区
美乐氏汉堡,汉堡,123,5~10万,美乐氏汉堡餐饮公司,北京市,有限责任公司,500,2016-10-04,北京市崇文区
意可达披萨,披萨,642,5~10万,意可达披萨有限公司,广东省,有限责任公司,500,1995-10-18,广东省
芭提雅咖喱工坊,咖喱,506,50~100万,芭提雅咖喱工坊,北京市,有限责任公司,400,2003-10-09,北京市
Chillax蓝枫日晒餐厅,西餐厅,50,5~10万,Chillax蓝枫日晒餐厅,上海市,有限责任公司,500,2010-12-13,上海市
Porcellino小猪意大利餐厅,西餐厅,105,1~5万,Porcellino小猪意大利,北京市,有限责任公司,300,2010-08-14,北京市
春天餐厅,中餐,13,1~5万,春天餐厅,江苏省无锡,有限责任公司,500,2010-02-21,江苏省无锡市郊区
百蒂凯西餐厅,餐饮,50,5~10万,百蒂凯西餐厅,北京市,私营企业,50,2013-07-01,北京市东城区
彼德比萨,西餐,545,5~10万,广州彼德比萨餐饮有限公司,广东省广州,有限责任公司,500,1996-05-08,广东省广州市东山区
牛仔芭比,餐饮,100,10~20万,牛仔芭比,湖南省长沙,有限责任公司,100,2009-06-16,湖南省长沙市天心区
柏顿咖啡,西餐,79,1~5万,柏顿咖啡,北京市,有限责任公司,100,2008-08-21,北京市崇文区
IL BAMBINO班比诺意大利餐厅,西餐厅,102,1~5万,IL BAMBINO班比诺意大,上海市,有限责任公司,400,2010-09-14,上海市
La Vite意大利餐厅酒馆,西餐,48,1~5万,La Vite意大利餐厅酒馆,上海市,有限责任公司,500,2000-04-02,上海市
米莉西餐厅,西餐,45,1~5万,米莉西餐厅,江苏省,有限责任公司,400,2005-08-28,江苏省苏州市
味可思精品肉类体验馆,西餐,65,1~5万,味可思精品肉类体验馆,北京市,有限责任公司,300,2004-08-05,北京市
迪诺牛排,其他,23,1~5万,迪诺牛排,上海市,有限责任公司,200,2005-08-28,上海市徐汇区
香草山西餐厅,西餐厅,132,1~5万,香草山西餐厅,上海市,有限责任公司,400,2010-08-14,上海市
爱必胜,西餐,168,10~20万,爱必胜,福建省福州,私营企业,300,2010-06-19,福建省福州市台江区
百蒂餐吧,餐饮,50,5~10万,百蒂餐吧,北京市,私营企业,50,2013-07-01,北京市东城区
贝尔汉堡,餐饮,70,5~10万,贝尔汉堡,北京市,私营企业,50,2010-04-14,北京市顺义区
北德香肠屋,餐饮,30,10~20万,北德香肠屋有限责任公司,江苏省无锡,有限责任公司,80,2013-08-22,江苏省无锡市北塘区
阿潘答艺术体验餐厅,餐饮,92,10~20万,阿潘答艺术体验餐厅,北京市,私营企业,50,2012-03-13,北京市东城区
堡里乐汉堡,西餐,59,20~50万,堡里乐汉堡,北京市,有限责任公司,30,2012-07-24,北京市东城区
Simply Italian小意馆,西餐厅,202,1~5万,Simply Italian小,上海市,有限责任公司,400,2013-06-21,上海市
壳里西餐厅Coquille Seafood Bistro,西餐厅,106,1~5万,壳里西餐厅Coquille S,上海市,有限责任公司,400,2010-09-12,上海市
ELEFANTE大象西班牙餐厅,西餐厅,50,1~5万,ELEFANTE大象西班牙餐厅,天津市,有限责任公司,500,2009-12-08,天津市
佐客牛排西餐,西餐,166,1~5万,北京金奥恒丰国际餐饮管理有限公,北京市,有限责任公司,100,2008-08-09,北京市东城区
比萨工坊,比萨,545,20~50万,比萨工坊公司,安徽省池州地区,有限责任公司,500,1996-08-21,安徽省池州地区东至县
兰州拉面店,拉面,545,10~20万,兰州拉面馆餐饮管理有限公司,广东省,有限责任公司,500,2003-09-17,广东省汕尾市城区
百万庄园牛排,牛排,30,10~20万,百万庄园牛排,北京市,有限责任公司,300,2015-08-12,北京市东城区
班富牛排沙拉轻食,西餐,48,10~20万,班富牛排沙拉轻食,广东省汕头,有限责任公司,12,2014-01-21,广东省汕头市南澳县
培根先生披萨,西餐,328,5~10万,玛格利塔餐饮管理有限公司,福建省,有限责任公司,300,2014-10-15,福建省福州市仓山区
亚斯蒂意式餐厅,意大利美食,46,50~100万,亚斯蒂意式餐厅,北京市,有限责任公司,200,2014-09-17,北京市宣武区
浦西洲际酒店ECCO自助餐厅,西餐厅,50,5~10万,浦西洲际酒店ECCO自助餐厅,湖南省,有限责任公司,500,2010-12-06,湖南省长沙市
亚马逊巴西烤肉,餐饮,78,10~20万,亚马逊巴西烤肉,江苏省无锡,私营企业,68,2003-05-07,江苏省无锡市崇安区
贝约翰自助牛排,牛排,150,50~100万,贝约翰自助牛排,湖北省襄樊,私营企业,100,2016-08-07,湖北省襄樊市谷城县
喜豚亚洲猪排专门店,猪排,200,5~10万,喜豚亚洲猪排专门店,台湾省,有限责任公司,50,2005-04-22,台湾省
爱果披萨,西餐、披萨,100,10~20万,爱果披萨,河南省许昌,私营企业,300,2017-01-20,河南省许昌市魏都区天
金典,西餐,13,1~5万,金典故事,江西省新余,有限责任公司,400,2013-06-02,江西省新余市分宜县
碧朗湾营养餐厅,西餐,545,10~20万,碧朗湾营养餐厅公司,北京市,有限责任公司,500,1996-05-08,北京市怀柔区
仕客德汉堡,西餐,566,5~10万,南京仕客德餐饮管理有限公司,江苏省南京,有限责任公司,500,2016-09-06,江苏省南京市鼓楼区
登喜路国际大酒店,自助餐,5000,50~100万,深圳市登喜路国际大酒店有限公司,广东省深圳,有限责任公司,100,2004-09-11,广东省深圳市罗湖区
柯里昂捷克自酿啤酒餐厅Krajanek Czech Beer Brewery,西餐,45,1~5万,柯里昂捷克自酿啤酒餐厅Kraj,,,,,
呗拉披萨汉堡,披萨汉堡,451,100~200万,呗拉披萨汉堡,上海市,私营企业,150,2005-08-19,上海市徐汇区
贝吉士汉堡,餐饮,70,5~10万,贝吉士汉堡,北京市,私营企业,50,2012-03-13,北京市房山区
嘣沙卡拉卡salad,餐饮,113,5~10万,嘣沙卡拉卡salad,上海市,私营企业,78,2004-02-18,上海市黄浦区
芭比汉堡,餐饮,60,50~100万,芭比汉堡,上海市,私营企业,50,2015-08-04,上海市黄浦区
北平机器,西餐,258,50~100万,北平机器,江西省萍乡,私营企业,50,2014-06-09,江西省萍乡市上栗县
牛排,西餐,70,5~10万,牛排餐饮管理有限责任公司,北京市,有限责任公司,300,2015-10-15,北京市朝阳区
麦德姆汉堡炸鸡,汉堡,123,10~20万,麦德姆炸鸡汉堡公司,北京市,有限责任公司,500,2015-10-15,北京市崇文区
贝尔特酒廊,餐饮,50,5~10万,贝尔特酒廊,北京市,私营企业,50,2013-07-01,北京市东城区
M8牛排馆,西餐厅,145,1~5万,M8牛排馆,上海市,有限责任公司,400,2012-08-05,上海市
巴顿牛排咖啡,牛排,10,10~20万,巴顿牛排咖啡,北京市,私营企业,200,2016-04-04,北京市昌平区
咫尺阳光西餐厅,西餐,58,1~5万,咫尺阳光西餐厅,北京市,有限责任公司,400,2001-08-14,北京市
醉桃花音乐餐吧,其他美食,177,100~200万,醉桃花音乐餐吧,北京市,私营企业,500,2016-08-08,北京市大兴区
